1542980737697;[171, 0, 17, 255, 161, 74, 239, 92, 50, 0, 0, 174, 1, 0, 70, 0, 0, 170, 6, 79]
1542980739745;[171, 0, 17, 255, 161, 74, 239, 92, 50, 0, 0, 172, 1, 0, 70, 0, 0, 168, 6, 96]
1542980739747;[171, 0, 4, 255, 132, 128, 106]
1542980739749;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 173, 1, 0, 70, 0, 0, 169, 6, 110]
1542980739751;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 174, 1, 0, 69, 0, 0, 171, 6, 105]
1542980739764;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 174, 1, 0, 70, 0, 0, 168, 6, 89]
1542980739766;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 177, 1, 0, 70, 0, 0, 169, 6, 125]
1542980739781;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 172, 1, 0, 70, 0, 0, 167, 6, 190]
1542980739783;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 173, 1, 0, 70, 0, 0, 168, 6, 206]
1542980739826;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 175, 1, 0, 69, 0, 0, 169, 6, 183]
1542980739843;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 171, 1, 0, 71, 0, 0, 170, 6, 138]
1542980739844;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 173, 1, 0, 70, 0, 0, 167, 6, 75]
1542980739846;[171, 0, 17, 255, 161, 74, 239, 92, 51, 0, 0, 176, 1, 0, 68, 0, 0, 166, 6, 59]
1542980739847;[171, 0, 4, 255, 132, 128, 102]
1542980739849;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 175, 1, 0, 69, 0, 0, 168, 6, 45]
1542980739850;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 176, 1, 0, 69, 0, 0, 168, 6, 8]
1542980739859;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 175, 1, 0, 68, 0, 0, 169, 5, 210]
1542980739872;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 177, 1, 0, 69, 0, 0, 168, 5, 161]
1542980739873;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 175, 1, 0, 69, 0, 0, 169, 5, 166]
1542980739880;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 174, 1, 0, 67, 0, 0, 173, 5, 228]
1542980739882;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 174, 1, 0, 68, 0, 0, 171, 5, 251]
1542980739898;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 175, 1, 0, 70, 0, 0, 172, 5, 242]
1542980740093;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 182, 1, 0, 67, 0, 0, 165, 5, 140]
1542980740095;[171, 0, 17, 255, 161, 74, 239, 92, 52, 0, 0, 171, 1, 0, 68, 0, 0, 164, 5, 49]
1542980740096;[171, 0, 4, 255, 132, 128, 99]
1542980740098;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 176, 1, 0, 70, 0, 0, 170, 5, 67]
1542980740252;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 180, 1, 0, 71, 0, 0, 163, 5, 62]
1542980740256;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 174, 1, 0, 68, 0, 0, 165, 5, 109]
1542980740424;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 174, 1, 0, 69, 0, 0, 170, 5, 114]
1542980740597;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 174, 1, 0, 70, 0, 0, 164, 5, 60]
1542980740601;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 177, 1, 0, 69, 0, 0, 167, 5, 60]
1542980740769;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 176, 1, 0, 71, 0, 0, 171, 5, 52]
1542980740773;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 174, 1, 0, 69, 0, 0, 168, 5, 104]
1542980740942;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 174, 1, 0, 70, 0, 0, 174, 5, 91]
1542980741115;[171, 0, 17, 255, 161, 74, 239, 92, 53, 0, 0, 178, 1, 0, 72, 0, 0, 162, 5, 36]
1542980741120;[171, 0, 4, 255, 132, 128, 98]
1542980741465;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 173, 1, 0, 70, 0, 0, 166, 5, 63]
1542980741468;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 174, 1, 0, 70, 0, 0, 170, 5, 57]
1542980741470;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 173, 1, 0, 69, 0, 0, 168, 5, 109]
1542980741473;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 171, 1, 0, 71, 0, 0, 169, 5, 157]
1542980741632;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 171, 1, 0, 71, 0, 0, 172, 5, 189]
1542980741804;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 170, 1, 0, 72, 0, 0, 169, 5, 211]
1542980741808;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 172, 1, 0, 71, 0, 0, 170, 5, 228]
1542980741978;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 169, 1, 0, 73, 0, 0, 171, 6, 37]
1542980741981;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 169, 1, 0, 70, 0, 0, 170, 6, 124]
1542980742149;[171, 0, 17, 255, 161, 74, 239, 92, 54, 0, 0, 172, 1, 0, 71, 0, 0, 169, 6, 183]
1542980742153;[171, 0, 4, 255, 132, 128, 98]
1542980742320;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 171, 1, 0, 72, 0, 0, 171, 6, 215]
1542980742668;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 170, 1, 0, 71, 0, 0, 171, 6, 234]
1542980742671;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 170, 1, 0, 71, 0, 0, 169, 6, 251]
1542980742675;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 170, 1, 0, 71, 0, 0, 170, 7, 111]
1542980742678;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 170, 1, 0, 71, 0, 0, 170, 7, 189]
1542980743010;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 173, 1, 0, 71, 0, 0, 170, 7, 235]
1542980743014;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 168, 1, 0, 70, 0, 0, 170, 7, 250]
1542980743018;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 174, 1, 0, 73, 0, 0, 172, 7, 250]
1542980743184;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 173, 1, 0, 69, 0, 0, 169, 8, 7]
1542980743188;[171, 0, 17, 255, 161, 74, 239, 92, 55, 0, 0, 172, 1, 0, 69, 0, 0, 169, 8, 102]
